ID_Producto,Nombre_Producto,Marca,Categoría,Ingrediente_Principal,Precio_USD,País_de_Origen,Año_Lanzamiento,Canal_de_Venta
PCOSM00483,Producto Lancôme 393,NARS,Fragancias,Vitamina C,11.1,Estados Unidos,2016,Catálogo
PCOSM00484,Producto Dior 475,NARS,Protección solar,Retinol,51.92,Francia,2010,Retail
PCOSM00485,Producto NARS 686,Lancôme,Fragancias,Colágeno,33.89,Corea del Sur,2009,Retail
PCOSM00486,Producto Dior 271,Clinique,Cuidado capilar,Ácido hialurónico,40.33,Canadá,2024,E-commerce
PCOSM00487,Producto MAC 802,Clinique,Cuidado capilar,Aceite de argán,92.46,Colombia,2016,Catálogo
PCOSM00488,Producto Clinique 287,Revlon,Cuidado de la piel,Ácido hialurónico,82.36,Francia,2021,Marketplace
PCOSM00489,Producto Revlon 923,Lancôme,Cuidado de la piel,Aloe vera,117.37,Francia,2015,Marketplace
PCOSM00490,Producto Dior 944,Clinique,Cuidado de la piel,Colágeno,52.46,Francia,2008,Catálogo
PCOSM00491,Producto NARS 339,Clinique,Cuidado capilar,Vitamina C,48.58,Corea del Sur,2011,Marketplace
PCOSM00492,Producto Maybelline 895,L'Oréal,Cuidado capilar,Aloe vera,91.65,Corea del Sur,2020,E-commerce
PCOSM00493,Producto Clinique 168,Dior,Cuidado capilar,Vitamina C,45.52,Brasil,2021,E-commerce
PCOSM00494,Producto NARS 680,Lancôme,Protección solar,Extracto de té verde,100.33,Colombia,2019,Distribuidor
PCOSM00495,Producto Lancôme 745,Lancôme,Cuidado de la piel,Colágeno,28.11,Canadá,2022,Marketplace
PCOSM00496,Producto Maybelline 93,MAC,Protección solar,Niacinamida,10.63,Corea del Sur,2014,Distribuidor
PCOSM00497,Producto Estée Lauder 464,Revlon,Cuidado de la piel,Niacinamida,111.21,Corea del Sur,2024,Retail
PCOSM00498,Producto Dior 803,MAC,Fragancias,Extracto de té verde,53.51,Japón,2014,Marketplace
PCOSM00499,Producto Neutrogena 335,Neutrogena,Cuidado de la piel,Aloe vera,39.52,Estados Unidos,2013,Marketplace
PCOSM00500,Producto Clinique 290,Dior,Maquillaje,Aceite de argán,118.27,Estados Unidos,2015,E-commerce
PCOSM00501,Producto MAC 835,MAC,Cuidado de la piel,Aloe vera,47.03,Alemania,2023,Marketplace
PCOSM00502,Producto Neutrogena 642,Lancôme,Cuidado de la piel,Ácido hialurónico,10.72,Colombia,2005,Catálogo
PCOSM00503,Producto Lancôme 431,Dior,Fragancias,Niacinamida,69.9,Brasil,2011,Marketplace
PCOSM00504,Producto Clinique 242,Clinique,Cuidado capilar,Extracto de té verde,58.68,Canadá,2012,Catálogo
PCOSM00505,Producto Estée Lauder 700,NARS,Protección solar,Vitamina C,65.91,Canadá,2011,E-commerce
PCOSM00506,Producto Neutrogena 468,Maybelline,Cuidado capilar,Aloe vera,29.27,Francia,2007,E-commerce
PCOSM00507,Producto Revlon 124,Neutrogena,Cuidado capilar,Aloe vera,106.66,Francia,2011,Catálogo
PCOSM00508,Producto Clinique 145,Neutrogena,Protección solar,Aceite de argán,81.65,Estados Unidos,2009,Retail
PCOSM00509,Producto Dior 466,NARS,Cuidado capilar,Aceite de argán,53.67,Francia,2024,E-commerce
PCOSM00510,Producto Maybelline 297,MAC,Cuidado capilar,Colágeno,45.12,Corea del Sur,2022,Retail
PCOSM00511,Producto MAC 581,MAC,Maquillaje,Ácido hialurónico,57.08,Colombia,2024,Marketplace
PCOSM00512,Producto L'Oréal 74,Neutrogena,Protección solar,Ácido hialurónico,25.45,Canadá,2017,Distribuidor
PCOSM00513,Producto Dior 106,Revlon,Cuidado capilar,Niacinamida,74.38,Alemania,2008,Distribuidor
PCOSM00514,Producto Revlon 688,Clinique,Cuidado capilar,Colágeno,46.61,Japón,2021,Catálogo
PCOSM00515,Producto Clinique 266,Neutrogena,Protección solar,Extracto de té verde,114.35,Canadá,2022,Retail
PCOSM00516,Producto Revlon 875,Lancôme,Fragancias,Vitamina C,54.47,Francia,2007,Retail
PCOSM00517,Producto Dior 161,Neutrogena,Fragancias,Aceite de argán,51.86,Japón,2016,Catálogo
PCOSM00518,Producto L'Oréal 734,NARS,Protección solar,Extracto de té verde,33.9,Estados Unidos,2009,Marketplace
PCOSM00519,Producto Dior 496,Revlon,Fragancias,Vitamina C,53.57,Alemania,2022,Marketplace
PCOSM00520,Producto Revlon 11,Neutrogena,Cuidado de la piel,Aceite de argán,107.59,Alemania,2007,Catálogo
PCOSM00521,Producto Maybelline 759,Neutrogena,Cuidado de la piel,Retinol,97.44,Canadá,2016,Catálogo
PCOSM00522,Producto Maybelline 914,L'Oréal,Cuidado capilar,Vitamina C,65.12,Francia,2022,Catálogo
PCOSM00523,Producto MAC 677,MAC,Fragancias,Niacinamida,78.32,Colombia,2012,Catálogo
PCOSM00524,Producto Lancôme 233,Estée Lauder,Maquillaje,Aceite de argán,96.25,Corea del Sur,2014,Distribuidor
PCOSM00525,Producto NARS 720,Maybelline,Cuidado capilar,Extracto de té verde,94.37,Estados Unidos,2022,E-commerce
PCOSM00526,Producto Clinique 619,Maybelline,Fragancias,Niacinamida,24.83,Alemania,2010,E-commerce
PCOSM00527,Producto L'Oréal 682,Estée Lauder,Protección solar,Colágeno,65.72,Alemania,2018,Distribuidor
PCOSM00528,Producto Estée Lauder 712,NARS,Protección solar,Niacinamida,38.01,Corea del Sur,2007,Marketplace
PCOSM00529,Producto MAC 659,Maybelline,Cuidado de la piel,Vitamina C,116.25,Estados Unidos,2010,Distribuidor
PCOSM00530,Producto Maybelline 751,Maybelline,Cuidado capilar,Extracto de té verde,19.13,Francia,2010,Retail
PCOSM00531,Producto Neutrogena 50,Lancôme,Cuidado capilar,Extracto de té verde,33.52,Colombia,2019,Retail
PCOSM00532,Producto Estée Lauder 877,Revlon,Cuidado capilar,Extracto de té verde,41.81,Francia,2015,Distribuidor
PCOSM00533,Producto Dior 653,Lancôme,Protección solar,Aceite de argán,59.53,Canadá,2015,E-commerce
PCOSM00534,Producto NARS 494,Neutrogena,Cuidado capilar,Extracto de té verde,84.66,Francia,2015,E-commerce
PCOSM00535,Producto NARS 469,Neutrogena,Cuidado de la piel,Vitamina C,19.7,Corea del Sur,2024,Retail
PCOSM00536,Producto Revlon 869,Lancôme,Cuidado de la piel,Aceite de argán,95.31,Colombia,2005,Catálogo
PCOSM00537,Producto Estée Lauder 246,Maybelline,Cuidado capilar,Aloe vera,102.8,Francia,2020,Distribuidor
PCOSM00538,Producto Lancôme 216,Estée Lauder,Cuidado de la piel,Niacinamida,16.15,Corea del Sur,2019,Distribuidor
PCOSM00539,Producto Maybelline 309,Dior,Cuidado capilar,Retinol,34.34,Brasil,2007,Distribuidor
PCOSM00540,Producto NARS 652,Dior,Cuidado de la piel,Colágeno,26.93,Brasil,2013,Retail
PCOSM00541,Producto Estée Lauder 378,NARS,Cuidado capilar,Aceite de argán,86.81,Brasil,2020,E-commerce
PCOSM00542,Producto Dior 35,Maybelline,Fragancias,Aloe vera,80.01,Canadá,2011,Retail
PCOSM00543,Producto Revlon 895,Dior,Protección solar,Extracto de té verde,118.79,Estados Unidos,2008,Retail
PCOSM00544,Producto Neutrogena 960,Dior,Cuidado capilar,Colágeno,30.85,Estados Unidos,2014,Catálogo
PCOSM00545,Producto Clinique 954,Dior,Cuidado capilar,Aceite de argán,47.79,Estados Unidos,2011,Marketplace
PCOSM00546,Producto L'Oréal 724,Lancôme,Fragancias,Colágeno,7.41,Estados Unidos,2017,Catálogo
PCOSM00547,Producto Clinique 85,Estée Lauder,Maquillaje,Aceite de argán,55.17,Colombia,2019,Catálogo
PCOSM00548,Producto L'Oréal 200,Estée Lauder,Protección solar,Extracto de té verde,9.62,Estados Unidos,2024,Catálogo
PCOSM00549,Producto Dior 583,Revlon,Protección solar,Extracto de té verde,33.48,Corea del Sur,2008,Retail
PCOSM00550,Producto Clinique 651,Lancôme,Protección solar,Ácido hialurónico,83.05,Alemania,2016,E-commerce
PCOSM00551,Producto Neutrogena 310,NARS,Cuidado de la piel,Aceite de argán,117.38,Estados Unidos,2009,Retail
PCOSM00552,Producto MAC 268,Revlon,Maquillaje,Retinol,20.82,Brasil,2020,Retail
PCOSM00553,Producto Dior 726,Clinique,Maquillaje,Niacinamida,94.72,Alemania,2011,Retail
PCOSM00554,Producto NARS 513,Lancôme,Cuidado capilar,Aloe vera,102.03,Japón,2011,E-commerce
PCOSM00555,Producto NARS 396,Estée Lauder,Cuidado de la piel,Vitamina C,65.04,Francia,2020,Marketplace
PCOSM00556,Producto L'Oréal 307,Neutrogena,Maquillaje,Colágeno,23.9,Colombia,2010,Catálogo
PCOSM00557,Producto L'Oréal 837,Revlon,Fragancias,Aceite de argán,77.91,Francia,2020,Marketplace
PCOSM00558,Producto Clinique 407,Maybelline,Protección solar,Aceite de argán,34.16,Alemania,2008,Distribuidor
PCOSM00559,Producto Maybelline 934,MAC,Cuidado de la piel,Niacinamida,8.03,Japón,2012,Retail
PCOSM00560,Producto L'Oréal 771,Lancôme,Cuidado de la piel,Niacinamida,90.89,Canadá,2023,Marketplace
PCOSM00561,Producto MAC 234,Estée Lauder,Maquillaje,Vitamina C,20,Canadá,2020,Distribuidor
PCOSM00562,Producto MAC 713,Clinique,Cuidado de la piel,Niacinamida,98.64,Canadá,2018,Catálogo
PCOSM00563,Producto Revlon 179,MAC,Protección solar,Colágeno,13.6,Francia,2018,E-commerce
PCOSM00564,Producto L'Oréal 851,Dior,Maquillaje,Aceite de argán,115.94,Colombia,2017,Distribuidor
PCOSM00565,Producto Lancôme 717,Clinique,Fragancias,Colágeno,98.05,Estados Unidos,2010,Distribuidor
PCOSM00566,Producto Lancôme 241,Revlon,Protección solar,Extracto de té verde,12.57,Alemania,2014,Catálogo
PCOSM00567,Producto MAC 480,Estée Lauder,Cuidado capilar,Niacinamida,47.14,Brasil,2013,Catálogo
PCOSM00568,Producto Clinique 605,Lancôme,Cuidado capilar,Ácido hialurónico,74.1,Corea del Sur,2021,Distribuidor
PCOSM00569,Producto MAC 244,NARS,Fragancias,Vitamina C,17.5,Francia,2016,Marketplace
PCOSM00570,Producto Neutrogena 703,Clinique,Fragancias,Niacinamida,62.31,Francia,2021,Catálogo
PCOSM00571,Producto Neutrogena 467,MAC,Maquillaje,Niacinamida,102.37,Corea del Sur,2017,Retail
PCOSM00572,Producto Dior 945,Maybelline,Cuidado capilar,Ácido hialurónico,61.39,Corea del Sur,2023,Catálogo
PCOSM00573,Producto MAC 459,Clinique,Cuidado de la piel,Extracto de té verde,54.73,Francia,2016,Catálogo
PCOSM00574,Producto Dior 384,NARS,Fragancias,Vitamina C,114.14,Japón,2008,E-commerce
PCOSM00575,Producto Maybelline 753,Clinique,Protección solar,Retinol,51.87,Brasil,2013,E-commerce
PCOSM00576,Producto Lancôme 915,NARS,Cuidado capilar,Aloe vera,104.01,Corea del Sur,2024,Catálogo
PCOSM00577,Producto L'Oréal 485,Clinique,Fragancias,Ácido hialurónico,67.9,Colombia,2016,E-commerce
PCOSM00578,Producto Lancôme 570,Revlon,Protección solar,Extracto de té verde,112.57,Japón,2012,Catálogo
PCOSM00579,Producto Clinique 939,Clinique,Cuidado capilar,Retinol,10.35,Alemania,2006,Marketplace
PCOSM00580,Producto L'Oréal 804,Maybelline,Cuidado de la piel,Vitamina C,10.04,Colombia,2013,Retail
PCOSM00581,Producto L'Oréal 149,Dior,Protección solar,Colágeno,95.22,Japón,2021,Retail
PCOSM00582,Producto Estée Lauder 573,Neutrogena,Fragancias,Aloe vera,106.39,Colombia,2010,Marketplace
PCOSM00583,Producto Revlon 455,Revlon,Cuidado de la piel,Ácido hialurónico,72.26,Japón,2011,Distribuidor
PCOSM00584,Producto NARS 293,Dior,Protección solar,Ácido hialurónico,23.06,Canadá,2015,Marketplace
PCOSM00585,Producto L'Oréal 43,Clinique,Protección solar,Extracto de té verde,25.51,Brasil,2006,Distribuidor
PCOSM00586,Producto NARS 341,Neutrogena,Cuidado capilar,Ácido hialurónico,80.59,Alemania,2017,Marketplace
PCOSM00587,Producto Lancôme 380,L'Oréal,Maquillaje,Vitamina C,94.08,Colombia,2015,Catálogo
PCOSM00588,Producto Neutrogena 855,Clinique,Fragancias,Niacinamida,72.29,Canadá,2017,Distribuidor
PCOSM00589,Producto Neutrogena 152,Maybelline,Maquillaje,Aceite de argán,116.86,Canadá,2010,E-commerce
PCOSM00590,Producto Estée Lauder 28,Estée Lauder,Protección solar,Colágeno,17.5,Francia,2013,Retail
PCOSM00591,Producto Maybelline 640,Revlon,Fragancias,Aceite de argán,43.78,Francia,2009,E-commerce
PCOSM00592,Producto Neutrogena 547,Estée Lauder,Protección solar,Aceite de argán,102.66,Japón,2016,Retail
PCOSM00593,Producto Neutrogena 718,Revlon,Maquillaje,Retinol,86.31,Estados Unidos,2007,E-commerce
PCOSM00594,Producto Revlon 385,Dior,Fragancias,Niacinamida,38.99,Alemania,2020,Distribuidor
PCOSM00595,Producto Maybelline 671,Maybelline,Cuidado de la piel,Vitamina C,72.08,Canadá,2016,Distribuidor
PCOSM00596,Producto Estée Lauder 99,NARS,Fragancias,Aloe vera,18.7,Brasil,2008,Catálogo
PCOSM00597,Producto L'Oréal 54,Maybelline,Cuidado de la piel,Aloe vera,83.31,Brasil,2010,Retail
PCOSM00598,Producto Revlon 725,Maybelline,Cuidado capilar,Niacinamida,41.46,Japón,2013,Catálogo
PCOSM00599,Producto Neutrogena 560,Dior,Maquillaje,Colágeno,31.98,Estados Unidos,2014,E-commerce
PCOSM00600,Producto Maybelline 773,Estée Lauder,Maquillaje,Niacinamida,70.97,Corea del Sur,2024,Retail
PCOSM00601,Producto MAC 101,NARS,Maquillaje,Colágeno,70.91,Colombia,2020,Distribuidor
PCOSM00602,Producto L'Oréal 650,L'Oréal,Cuidado de la piel,Vitamina C,10.93,Alemania,2020,Catálogo
PCOSM00603,Producto L'Oréal 151,Lancôme,Protección solar,Extracto de té verde,111.52,Colombia,2021,E-commerce
PCOSM00604,Producto Lancôme 221,MAC,Maquillaje,Retinol,27.38,Estados Unidos,2007,Distribuidor
PCOSM00605,Producto Clinique 545,NARS,Cuidado capilar,Extracto de té verde,119.78,Canadá,2017,E-commerce
PCOSM00606,Producto Neutrogena 917,Estée Lauder,Cuidado capilar,Colágeno,54.2,Corea del Sur,2009,Marketplace
PCOSM00607,Producto NARS 239,Revlon,Maquillaje,Aceite de argán,53.1,Brasil,2015,E-commerce
PCOSM00608,Producto Dior 782,Maybelline,Cuidado capilar,Extracto de té verde,9.41,Canadá,2021,Marketplace
PCOSM00609,Producto NARS 715,Neutrogena,Fragancias,Retinol,82.64,Canadá,2018,E-commerce
PCOSM00610,Producto Maybelline 214,MAC,Protección solar,Extracto de té verde,79.1,Brasil,2018,Distribuidor
PCOSM00611,Producto Dior 996,Estée Lauder,Maquillaje,Colágeno,94.06,Corea del Sur,2013,Marketplace
PCOSM00612,Producto Lancôme 103,Maybelline,Maquillaje,Aloe vera,97.57,Japón,2016,Marketplace
PCOSM00613,Producto Neutrogena 504,Revlon,Fragancias,Aceite de argán,85.64,Francia,2024,Distribuidor
PCOSM00614,Producto Revlon 30,NARS,Maquillaje,Aceite de argán,14.46,Alemania,2017,Catálogo
PCOSM00615,Producto Dior 33,MAC,Cuidado de la piel,Retinol,32.62,Canadá,2011,Marketplace
PCOSM00616,Producto Dior 746,Revlon,Fragancias,Ácido hialurónico,30.69,Estados Unidos,2008,E-commerce
PCOSM00617,Producto Clinique 253,MAC,Protección solar,Vitamina C,20.67,Brasil,2007,Distribuidor
PCOSM00618,Producto Maybelline 130,Revlon,Protección solar,Retinol,51.17,Estados Unidos,2009,Distribuidor
PCOSM00619,Producto Dior 121,Estée Lauder,Cuidado capilar,Retinol,75.09,Estados Unidos,2023,Marketplace
PCOSM00620,Producto Maybelline 966,Clinique,Cuidado capilar,Aloe vera,38.25,Alemania,2019,E-commerce
PCOSM00621,Producto Neutrogena 341,Maybelline,Cuidado de la piel,Niacinamida,119.67,Brasil,2015,Catálogo
PCOSM00622,Producto L'Oréal 993,Dior,Maquillaje,Aloe vera,22.78,Corea del Sur,2006,E-commerce
PCOSM00623,Producto Maybelline 342,Estée Lauder,Protección solar,Ácido hialurónico,86.21,Estados Unidos,2016,Marketplace
PCOSM00624,Producto MAC 497,MAC,Maquillaje,Aceite de argán,37.42,Francia,2017,Catálogo
PCOSM00625,Producto Lancôme 930,Dior,Maquillaje,Aloe vera,26.89,Alemania,2016,E-commerce
PCOSM00626,Producto Maybelline 298,L'Oréal,Maquillaje,Extracto de té verde,37.78,Francia,2019,Distribuidor
PCOSM00627,Producto NARS 523,Dior,Cuidado capilar,Ácido hialurónico,23.57,Francia,2015,Marketplace
PCOSM00628,Producto Clinique 760,MAC,Fragancias,Niacinamida,69.98,Corea del Sur,2015,Catálogo
PCOSM00629,Producto Dior 217,MAC,Protección solar,Aceite de argán,29.25,Corea del Sur,2010,E-commerce
PCOSM00630,Producto Revlon 830,Maybelline,Fragancias,Extracto de té verde,111.13,Corea del Sur,2010,Marketplace
PCOSM00631,Producto NARS 197,NARS,Fragancias,Aloe vera,98.17,Brasil,2006,E-commerce
PCOSM00632,Producto Revlon 327,Lancôme,Protección solar,Ácido hialurónico,80.17,Brasil,2022,Distribuidor
PCOSM00633,Producto Clinique 856,Maybelline,Protección solar,Retinol,54.82,Corea del Sur,2023,Distribuidor
PCOSM00634,Producto Estée Lauder 775,Neutrogena,Cuidado de la piel,Ácido hialurónico,47.15,Corea del Sur,2022,Distribuidor
PCOSM00635,Producto Estée Lauder 184,Neutrogena,Protección solar,Retinol,118.62,Canadá,2014,Retail
PCOSM00636,Producto Clinique 983,MAC,Cuidado de la piel,Colágeno,78.67,Estados Unidos,2007,Distribuidor
PCOSM00637,Producto L'Oréal 66,Dior,Fragancias,Vitamina C,48.46,Colombia,2012,Marketplace
PCOSM00638,Producto Estée Lauder 59,Dior,Cuidado de la piel,Retinol,12.55,Brasil,2016,Distribuidor
PCOSM00639,Producto MAC 143,Estée Lauder,Protección solar,Retinol,65.81,Colombia,2021,Retail
PCOSM00640,Producto Lancôme 291,Maybelline,Maquillaje,Extracto de té verde,16.35,Francia,2008,Retail
PCOSM00641,Producto Estée Lauder 922,NARS,Cuidado capilar,Extracto de té verde,8.57,Francia,2018,Marketplace
PCOSM00642,Producto Lancôme 636,Estée Lauder,Fragancias,Aloe vera,75.22,Canadá,2007,E-commerce
PCOSM00643,Producto L'Oréal 663,Clinique,Fragancias,Vitamina C,117.75,Brasil,2009,E-commerce
PCOSM00644,Producto L'Oréal 469,L'Oréal,Fragancias,Aloe vera,29.13,Corea del Sur,2019,Catálogo
PCOSM00645,Producto MAC 494,Clinique,Fragancias,Niacinamida,25.7,Alemania,2015,E-commerce
PCOSM00646,Producto NARS 236,Clinique,Maquillaje,Niacinamida,85.26,Corea del Sur,2023,E-commerce
PCOSM00647,Producto Neutrogena 583,NARS,Cuidado capilar,Aloe vera,78.09,Francia,2007,Distribuidor
PCOSM00648,Producto MAC 957,Clinique,Maquillaje,Extracto de té verde,71.15,Colombia,2016,Distribuidor
PCOSM00649,Producto Dior 627,NARS,Cuidado de la piel,Extracto de té verde,20.42,Francia,2013,Marketplace
PCOSM00650,Producto MAC 384,Lancôme,Cuidado de la piel,Aloe vera,59.81,Alemania,2022,Marketplace
PCOSM00651,Producto L'Oréal 209,NARS,Maquillaje,Vitamina C,7.21,Canadá,2005,E-commerce
PCOSM00652,Producto Dior 65,Estée Lauder,Cuidado de la piel,Extracto de té verde,116.63,Japón,2018,Marketplace
PCOSM00653,Producto NARS 975,Neutrogena,Fragancias,Colágeno,30.52,Alemania,2012,E-commerce
PCOSM00654,Producto L'Oréal 331,Dior,Protección solar,Aceite de argán,74.06,Francia,2007,Marketplace
PCOSM00655,Producto NARS 41,MAC,Protección solar,Extracto de té verde,32.51,Alemania,2017,Marketplace
PCOSM00656,Producto MAC 647,Clinique,Protección solar,Aloe vera,12.67,Japón,2023,Marketplace
PCOSM00657,Producto Lancôme 328,Dior,Cuidado de la piel,Retinol,105.11,Francia,2019,Distribuidor
PCOSM00658,Producto Dior 417,NARS,Maquillaje,Niacinamida,118.5,Francia,2013,Distribuidor
PCOSM00659,Producto MAC 767,NARS,Maquillaje,Retinol,68.46,Japón,2008,Distribuidor
PCOSM00660,Producto Neutrogena 480,NARS,Fragancias,Extracto de té verde,66.95,Japón,2012,Retail
PCOSM00661,Producto L'Oréal 481,Dior,Cuidado capilar,Aloe vera,111.6,Canadá,2011,Marketplace
PCOSM00662,Producto Neutrogena 553,Lancôme,Cuidado de la piel,Extracto de té verde,86.02,Francia,2011,Distribuidor
PCOSM00663,Producto Dior 281,NARS,Fragancias,Niacinamida,40.78,Colombia,2022,E-commerce
PCOSM00664,Producto Lancôme 889,L'Oréal,Fragancias,Niacinamida,45.87,Corea del Sur,2007,Marketplace
PCOSM00665,Producto Lancôme 679,Lancôme,Cuidado de la piel,Extracto de té verde,9.04,Corea del Sur,2024,Marketplace
PCOSM00666,Producto NARS 736,Neutrogena,Cuidado capilar,Ácido hialurónico,21.99,Japón,2024,E-commerce
PCOSM00667,Producto Dior 513,Revlon,Maquillaje,Ácido hialurónico,112.18,Estados Unidos,2016,Distribuidor
PCOSM00668,Producto Maybelline 660,Dior,Maquillaje,Niacinamida,24.03,Alemania,2010,E-commerce
PCOSM00669,Producto Dior 509,Neutrogena,Fragancias,Ácido hialurónico,54.26,Alemania,2016,Marketplace
PCOSM00670,Producto Dior 395,Maybelline,Protección solar,Aloe vera,101.85,Colombia,2021,E-commerce
PCOSM00671,Producto L'Oréal 182,Lancôme,Fragancias,Niacinamida,17.48,Canadá,2012,Marketplace
PCOSM00672,Producto L'Oréal 542,Clinique,Cuidado de la piel,Retinol,76.64,Brasil,2006,Marketplace
PCOSM00673,Producto Dior 415,Dior,Fragancias,Colágeno,7.27,Brasil,2005,E-commerce
PCOSM00674,Producto Revlon 525,NARS,Cuidado de la piel,Aceite de argán,81.12,Brasil,2008,Distribuidor
PCOSM00675,Producto Dior 410,NARS,Maquillaje,Retinol,83.93,Francia,2021,E-commerce
PCOSM00676,Producto NARS 945,NARS,Maquillaje,Retinol,53.97,Francia,2021,Marketplace
PCOSM00677,Producto Neutrogena 914,NARS,Cuidado capilar,Ácido hialurónico,99.14,Brasil,2016,Distribuidor
PCOSM00678,Producto Neutrogena 414,Revlon,Protección solar,Colágeno,54.18,Brasil,2016,Distribuidor
PCOSM00679,Producto NARS 64,Neutrogena,Cuidado capilar,Ácido hialurónico,41.64,Colombia,2018,Distribuidor
PCOSM00680,Producto Clinique 280,Estée Lauder,Maquillaje,Colágeno,94.74,Estados Unidos,2013,Catálogo
PCOSM00681,Producto Dior 740,Lancôme,Maquillaje,Vitamina C,51.86,Estados Unidos,2006,Marketplace
PCOSM00682,Producto Estée Lauder 917,NARS,Fragancias,Niacinamida,109.56,Alemania,2007,Marketplace
PCOSM00683,Producto Clinique 931,Dior,Maquillaje,Colágeno,24.86,Brasil,2020,Catálogo
PCOSM00684,Producto MAC 152,Clinique,Cuidado de la piel,Colágeno,23.3,Corea del Sur,2017,Marketplace
PCOSM00685,Producto Clinique 348,Dior,Cuidado de la piel,Vitamina C,52.81,Francia,2023,Marketplace
PCOSM00686,Producto Dior 92,Dior,Maquillaje,Colágeno,96.93,Brasil,2010,Catálogo
PCOSM00687,Producto Clinique 100,Dior,Fragancias,Aceite de argán,23.9,Estados Unidos,2012,Retail
PCOSM00688,Producto Maybelline 988,Neutrogena,Cuidado capilar,Retinol,16.32,Colombia,2014,E-commerce
PCOSM00689,Producto L'Oréal 909,NARS,Cuidado de la piel,Extracto de té verde,60.59,Colombia,2014,E-commerce
PCOSM00690,Producto Revlon 332,NARS,Cuidado de la piel,Extracto de té verde,37.5,Brasil,2023,Retail
PCOSM00691,Producto Estée Lauder 718,Neutrogena,Maquillaje,Ácido hialurónico,115.91,Francia,2022,Retail
PCOSM00692,Producto MAC 938,MAC,Fragancias,Extracto de té verde,56.91,Estados Unidos,2018,Retail
PCOSM00693,Producto L'Oréal 349,Neutrogena,Cuidado capilar,Colágeno,58.21,Estados Unidos,2024,Retail
PCOSM00694,Producto Revlon 850,Estée Lauder,Protección solar,Niacinamida,62.46,Canadá,2022,Distribuidor
PCOSM00695,Producto L'Oréal 79,Neutrogena,Protección solar,Extracto de té verde,86.29,Francia,2008,Catálogo
PCOSM00696,Producto NARS 545,Neutrogena,Cuidado de la piel,Aloe vera,12.75,Canadá,2023,Distribuidor
PCOSM00697,Producto Neutrogena 80,Clinique,Protección solar,Ácido hialurónico,40.32,Colombia,2020,E-commerce
PCOSM00698,Producto Dior 774,Clinique,Fragancias,Retinol,99.74,Canadá,2020,Catálogo
PCOSM00699,Producto Dior 899,Clinique,Fragancias,Vitamina C,32.1,Japón,2022,Catálogo
PCOSM00700,Producto Dior 617,MAC,Cuidado de la piel,Vitamina C,23.66,Francia,2011,Catálogo
PCOSM00701,Producto NARS 661,Revlon,Protección solar,Colágeno,114.74,Canadá,2024,Marketplace
PCOSM00702,Producto Estée Lauder 254,MAC,Fragancias,Colágeno,104.17,Brasil,2024,Retail
PCOSM00703,Producto Neutrogena 661,Revlon,Protección solar,Vitamina C,57.66,Estados Unidos,2021,E-commerce
PCOSM00704,Producto Neutrogena 111,Revlon,Cuidado capilar,Niacinamida,102.28,Japón,2023,Catálogo
PCOSM00705,Producto Dior 6,Maybelline,Cuidado capilar,Extracto de té verde,90.65,Francia,2015,Marketplace
PCOSM00706,Producto Dior 675,Estée Lauder,Protección solar,Aceite de argán,67.12,Brasil,2022,Catálogo
PCOSM00707,Producto Neutrogena 569,Maybelline,Maquillaje,Colágeno,84.06,Francia,2023,Distribuidor
PCOSM00708,Producto MAC 681,Neutrogena,Cuidado de la piel,Extracto de té verde,30.16,Alemania,2022,Catálogo
PCOSM00709,Producto Neutrogena 247,NARS,Maquillaje,Colágeno,119.26,Brasil,2006,Catálogo
PCOSM00710,Producto NARS 260,Lancôme,Cuidado capilar,Ácido hialurónico,5.24,Japón,2024,Distribuidor
PCOSM00711,Producto L'Oréal 379,L'Oréal,Cuidado capilar,Ácido hialurónico,114.06,Estados Unidos,2017,Catálogo
PCOSM00712,Producto Estée Lauder 893,Dior,Fragancias,Vitamina C,113.25,Colombia,2009,E-commerce
PCOSM00713,Producto Revlon 340,Dior,Cuidado de la piel,Retinol,104.76,Francia,2009,Catálogo
PCOSM00714,Producto Revlon 591,Revlon,Cuidado capilar,Extracto de té verde,75.14,Brasil,2017,Retail
PCOSM00715,Producto Clinique 431,Lancôme,Protección solar,Retinol,27.81,Japón,2024,Catálogo
PCOSM00716,Producto Clinique 413,Dior,Maquillaje,Niacinamida,25.99,Alemania,2017,Catálogo
PCOSM00717,Producto NARS 70,Neutrogena,Cuidado capilar,Retinol,30.82,Francia,2017,Distribuidor
PCOSM00718,Producto Lancôme 944,MAC,Cuidado de la piel,Extracto de té verde,9.11,Colombia,2021,Distribuidor
PCOSM00719,Producto Dior 98,MAC,Cuidado de la piel,Colágeno,69.2,Canadá,2017,Distribuidor
PCOSM00720,Producto Estée Lauder 162,NARS,Cuidado capilar,Vitamina C,101.34,Brasil,2010,E-commerce
PCOSM00721,Producto Dior 980,Neutrogena,Cuidado capilar,Niacinamida,28.06,Francia,2022,Marketplace
PCOSM00722,Producto Maybelline 177,L'Oréal,Cuidado capilar,Retinol,40.63,Estados Unidos,2016,Distribuidor
PCOSM00723,Producto Clinique 567,Clinique,Cuidado capilar,Extracto de té verde,106.26,Colombia,2017,Retail
PCOSM00724,Producto NARS 779,Estée Lauder,Cuidado de la piel,Retinol,61.4,Colombia,2023,Retail
